aX	 aY 	 aZ	 gX	 gY	 gZ	
-1.1992	0.0374	-0.6979	-634.0942	-100.4639	-213.1348
-1.1906	-0.0253	-0.3506	-583.6792	-80.0781	-161.7432
-1.3015	0.0994	0.2007	-519.3481	-66.1011	-102.5391
-1.5612	0.4757	0.7815	-426.4526	-77.9419	-36.2549
-1.7649	0.6859	1.1730	-296.2036	-87.1582	39.5508
-1.8455	0.7528	1.1998	-151.0010	-75.0732	94.6045
-1.6462	0.6438	1.0581	-14.4653	-20.4468	130.0049
-1.1389	0.5538	0.9443	88.6230	31.6772	140.6860
-0.7958	0.4247	0.8052	160.7666	54.1992	129.7607
-0.7520	0.2451	0.6482	209.8389	46.3867	109.3750
-0.8005	0.1005	0.4810	245.1782	24.2310	87.4023
-0.7850	0.0139	0.3218	272.0337	7.2021	67.5659
-0.7872	-0.0862	0.1909	291.7480	-0.4883	55.2368
