aX	 aY 	 aZ	 gX	 gY	 gZ	
-0.3135	0.0737	0.8574	31.5552	72.6929	45.3491
-0.3118	0.0422	0.8209	33.6914	61.6455	47.1191
-0.3422	0.0400	0.7839	33.8135	51.8799	48.0957
-0.3986	0.0509	0.7285	32.7148	46.8140	47.3022
-0.4336	0.0652	0.6804	31.2500	47.1191	47.0581
-0.4418	0.0699	0.6727	30.3345	53.5278	45.9595
-0.4513	0.0724	0.6620	31.1890	63.1714	40.5273
-0.4420	0.0601	0.6368	32.1655	72.1436	33.0200
-0.4191	0.0454	0.6268	31.5552	78.8574	29.1138
-0.3735	0.0297	0.6367	31.0059	81.1157	29.7852
-0.3391	0.0084	0.6572	28.6865	81.5430	29.7241
-0.2981	0.0007	0.6796	26.1230	77.8809	30.0903
-0.2452	-0.0011	0.7102	24.1089	72.4487	31.3110
-0.2202	-0.0084	0.7360	23.8037	66.3452	32.1655
-0.2207	-0.0184	0.7443	25.8179	59.6313	31.9824
-0.2494	-0.0199	0.7452	29.4800	53.7720	31.5552
-0.2930	-0.0129	0.7429	33.4473	51.8799	30.0293
-0.3137	-0.0157	0.7380	38.2080	55.1758	28.2593
-0.3101	-0.0343	0.7253	41.3818	62.5000	25.6958
-0.2875	-0.0552	0.7170	41.3208	71.3501	22.5220
-0.2584	-0.0466	0.7281	41.4429	71.4111	19.1650
-0.2626	-0.0259	0.7517	37.7808	68.9087	13.9160
-0.2626	0.0057	0.7759	33.3862	66.8945	10.6201
-0.2554	0.0397	0.7885	34.4238	60.4858	9.8877
-0.2598	0.0582	0.7894	37.1094	55.2368	6.2256
-0.2715	0.0742	0.7765	42.6025	50.4761	6.0425
-0.2803	0.0841	0.7426	50.5981	46.5698	6.8970
-0.2559	0.0737	0.6847	59.9976	44.8608	7.5073
-0.1913	0.0490	0.6029	69.3359	42.7856	7.3242
-0.0839	0.0032	0.4628	76.5991	36.7432	7.7515
